Rank,Artist,Listeners,PkListeners,Daily Trend
1789,salem ilese,"5,666,254","6,989,188","-9,976"
1790,Klaas,"5,658,306","5,862,549","-8,523"
1791,Nacho,"5,657,267","5,827,157","27,108"
1792,TOLCHONOV,"5,656,843","5,656,843","30,867"
1793,Capo Plaza,"5,651,637","5,835,486","-8,040"
1794,Yiyo Sarante,"5,650,385","5,858,949","-21,026"
1795,Edward Sharpe & The Magnetic Zeros,"5,647,748","5,647,748","8,209"
1796,Good Charlotte,"5,641,467","5,751,573","-3,764"
1797,Asake,"5,640,895","5,705,919","23,071"
1798,Luude,"5,638,719","6,109,311","-1,395"
1799,Codiciado,"5,638,662","7,311,880","11,731"
1800,Mabel Matiz,"5,636,924","5,652,537",-786
1801,Gaab,"5,635,443","5,844,692","23,743"
1802,Bone Thugs-N-Harmony,"5,633,774","6,586,218","-52,891"
1803,GORDÃO DO PC,"5,633,229","5,633,229","16,466"
1804,imase,"5,632,923","6,319,389","-11,842"
1805,Madhur Sharma,"5,626,247","8,122,798","51,683"
1806,REO Speedwagon,"5,626,038","5,626,038","7,987"
1807,Ari Abdul,"5,623,507","5,678,812","-11,859"
1808,Dopamine,"5,623,391","6,046,891","-2,027"
1809,The Rare Occasions,"5,620,568","5,697,276","-13,153"
1810,Cian Ducrot,"5,617,338","6,808,318","-37,281"
1811,Donna Summer,"5,614,520","6,062,032","-3,348"
1812,Riley Green,"5,612,574","5,623,904","-11,330"
1813,IZA,"5,612,318","6,135,383","-45,402"
1814,Janet Jackson,"5,607,659","5,941,209","-5,618"
1815,Afgan,"5,605,853","5,609,635","22,462"
1816,Dubdogz,"5,605,586","5,737,985","-12,433"
1817,MoonDeity,"5,604,684","5,790,882","6,257"
1818,Ghostemane,"5,599,751","6,359,963","1,884"
1819,6arelyhuman,"5,597,344","5,599,876","-2,532"
1820,KIDDO,"5,596,583","6,301,013","-26,062"
1821,Andrea Bocelli,"5,594,155","5,597,409","-3,254"
1822,Frankie Valli,"5,591,748","5,648,272","-1,460"
1823,Dylan Scott,"5,582,471","5,764,983","-5,754"
1824,Au/Ra,"5,582,389","6,859,938","-8,030"
1825,Anand-Milind,"5,579,028","5,688,294","-10,194"
1826,L-Gante,"5,578,133","7,518,307","-12,407"
1827,Turma do Pagode,"5,575,097","5,575,097","38,272"
1828,Tom Rosenthal,"5,573,894","6,517,430","-2,912"
1829,Maldy,"5,566,826","10,201,287","-30,639"
1830,Omar Varela,"5,564,940","5,956,446","41,756"
1831,Don Henley,"5,560,094","5,838,373",-890
1832,southstar,"5,548,972","6,611,447","-13,654"
1833,Haley Reinhart,"5,548,552","5,548,552","7,394"
1834,Luis Mexia,"5,548,082","6,219,575","-5,053"
1835,Eddie Santiago,"5,539,283","5,629,944","-17,733"
1836,Alan Gomez,"5,532,449","6,158,065",-420
1837,Savage Garden,"5,526,918","5,713,014","-2,586"
1838,Stefflon Don,"5,524,458","5,741,225","-4,322"
1839,Jigar Saraiya,"5,523,047","5,813,191","9,356"
1840,Baby Tate,"5,520,562","10,931,256","-10,958"
1841,Angus & Julia Stone,"5,514,273","5,514,273","3,060"
1842,S. Janaki,"5,513,029","5,514,959","2,063"
1843,Helsloot,"5,508,000","5,916,044","37,244"
1844,N.W.A.,"5,505,285","5,819,704","-46,830"
1845,Volbeat,"5,502,566","5,808,321","-5,260"
1846,Flo Milli,"5,501,444","6,521,078","41,620"
1847,Dewa 19,"5,501,235","5,501,235","47,012"
1848,vaultboy,"5,490,461","6,035,064","-43,558"
1849,Yebba,"5,482,727","5,482,727",569
1850,Maninder Buttar,"5,481,944","5,651,281","29,419"
1851,Gur Sidhu,"5,481,672","5,701,016","-25,820"
1852,Vidyasagar,"5,478,898","5,478,898","1,945"
1853,Yung Lean,"5,470,331","6,742,195","-45,464"
1854,Keisya Levronka,"5,469,605","6,259,545","32,942"
1855,Sezen Aksu,"5,469,120","5,497,509",-893
1856,Thiaguinho,"5,468,388","5,468,388","38,362"
1857,For Revenge,"5,464,494","5,589,243","-11,388"
1858,Mrs. GREEN APPLE,"5,463,651","5,470,880","-7,229"
1859,Awdella,"5,463,582","5,671,244","-2,389"
1860,Flowdan,"5,463,217","5,621,988","41,238"
1861,YOVNGCHIMI,"5,459,116","6,007,605","16,996"
1862,Still Woozy,"5,457,956","5,888,212","10,837"
1863,Canserbero,"5,457,808","5,457,808","12,723"
1864,Kim Carnes,"5,452,849","5,452,849","23,551"
1865,El Chachito,"5,448,677","7,650,499","-18,868"
1866,Victor Thompson,"5,448,503","5,927,623","-16,020"
1867,Riar Saab,"5,440,350","8,331,361","-29,470"
1868,Clinton Kane,"5,438,819","7,469,785","-6,373"
1869,Gipsy Kings,"5,434,951","5,587,010","-7,902"
1870,Four Tops,"5,432,920","5,432,920","11,858"
1871,Elefante,"5,422,283","5,422,283","16,317"
1872,Lefty Sm,"5,409,932","5,409,932","191,077"
1873,Lupe Fiasco,"5,406,219","5,534,886","4,709"
1874,Sohail Sen,"5,403,286","5,403,286","12,109"
1875,Sonder,"5,400,651","5,400,651","10,148"
1876,Sevek,"5,398,651","6,415,204","-8,545"
1877,Teezo Touchdown,"5,395,227","7,377,072",67
1878,Jamie Foxx,"5,394,594","5,394,594","3,966"
1879,Baby Gang,"5,392,111","5,920,044","-2,080"
1880,Huey Lewis & The News,"5,391,967","5,517,867","-13,688"
1881,Eiffel 65,"5,390,391","5,725,560","-16,156"
1882,LF SYSTEM,"5,389,552","6,340,364","2,421"
1883,Roberto Carlos,"5,386,395","5,768,938","-4,404"
1884,CeeLo Green,"5,383,566","5,383,566","53,909"
1885,Jennifer Warnes,"5,381,530","5,504,554","-7,127"
1886,ICON,"5,377,896","5,377,896","217,299"
1887,Salim Merchant,"5,377,661","5,804,113","-8,431"
1888,UZI,"5,374,125","5,382,813","11,264"
1889,MC Caja,"5,371,985","6,236,016","-47,336"
1890,SinÃ©ad O'Connor,"5,365,408","9,208,047","-63,098"
1891,Mufasa & Hypeman,"5,363,435","5,977,567","4,470"
1892,g3ox_em,"5,360,272","6,310,602","-8,922"
1893,Dexys Midnight Runners,"5,359,413","5,473,777","-11,848"
1894,Tujamo,"5,358,925","5,543,630","-5,967"
1895,K.Flay,"5,357,591","5,523,747","8,823"
1896,Idgitaf,"5,356,732","5,356,732","129,723"
1897,Supermode,"5,353,187","5,353,187","11,980"
1898,Summer Cem,"5,349,708","5,407,012","-5,256"
1899,Bruno Major,"5,347,053","6,005,603","-8,784"
1900,Jacquees,"5,346,989","5,516,860","71,379"
1901,Emmanuel,"5,346,227","5,559,713","9,557"
1902,Vundabar,"5,346,127","5,479,239","10,165"
1903,Enny-Mae,"5,345,022","5,345,022","55,736"
1904,Miky Woodz,"5,344,736","5,443,706","10,217"
1905,Batas Senja,"5,339,137","5,339,137","27,856"
1906,Daya,"5,338,959","6,667,067","-5,657"
1907,Borges,"5,335,195","5,394,626","-7,426"
1908,Lil Jon & The East Side Boyz,"5,334,135","5,339,898","1,821"
1909,Chris Lake,"5,332,706","5,671,324","5,948"
1910,The Chicks,"5,332,535","5,594,264","-17,302"
1911,El Padrinito Toys,"5,328,495","6,692,915","11,148"
1912,Michael Giacchino,"5,326,143","5,464,141",987
1913,CJ,"5,325,611","5,856,465","-5,969"
1914,Xavier Wulf,"5,320,312","5,332,964","-4,078"
1915,Hillsong Worship,"5,319,501","5,748,178","3,968"
1916,Fuego,"5,319,105","7,079,607","-13,857"
1917,Phoenix,"5,318,692","5,975,682","-2,289"
1918,Estelle,"5,317,839","5,330,212","-12,373"
1919,La K'onga,"5,313,823","5,406,769","-4,259"
1920,Jake Owen,"5,313,820","6,347,763","-17,446"
1921,Claude Debussy,"5,310,857","5,769,369","17,457"
1922,Anuradha Sriram,"5,307,403","5,307,467",-64
1923,Ingratax,"5,304,725","5,751,282","36,149"
1924,Tornillo,"5,303,346","5,540,492","11,365"
1925,Westlife,"5,300,030","5,880,391",-872
1926,Mecano,"5,299,434","5,439,758","-6,219"
1927,Reyli Barba,"5,292,459","5,292,459","6,426"
1928,Mae Muller,"5,290,637","8,352,415","-24,725"
1929,JEON SOMI,"5,288,735","5,323,072","-34,337"
1930,Skepta,"5,287,855","5,556,176","2,545"
1931,FKJ,"5,287,623","5,638,156","2,598"
1932,Damian Marley,"5,285,846","5,531,789","-3,958"
1933,The Kolors,"5,281,135","5,281,135","17,756"
1934,Robin Thicke,"5,280,360","5,413,392","-7,332"
1935,GuÃ¨,"5,280,088","5,729,244","3,534"
1936,Cedric Gervais,"5,279,702","5,288,938","-2,011"
1937,Vishal Chandrashekhar,"5,276,593","5,280,878",-249
1938,CafunÃ©,"5,273,275","5,788,075","6,647"
1939,Pretenders,"5,269,480","5,356,170","4,380"
1940,Extreme,"5,269,266","5,432,537","-9,920"
1941,Zeeba,"5,268,980","5,389,315","-14,395"
1942,Alejandra Guzman,"5,268,419","5,268,419","16,426"
1943,Boyz II Men,"5,267,806","5,524,240","5,101"
1944,Randy,"5,267,366","5,969,025","24,269"
1945,Yura Yunita,"5,264,950","6,198,752",574
1946,Hillsong UNITED,"5,264,609","5,534,876",738
1947,La Factoria,"5,263,938","7,662,486","-19,690"
1948,Brandy,"5,262,182","5,510,369","-17,567"
1949,6YNTHMANE,"5,258,249","5,258,249","3,626"
1950,Marnik,"5,257,714","5,257,714","40,019"
1951,Amaarae,"5,256,368","7,250,780","-5,120"
1952,Liam Payne,"5,256,111","5,717,293","7,939"
1953,Deepend,"5,255,763","5,538,439","-20,729"
1954,Old Jim,"5,253,672","5,253,672","65,126"
1955,R. City,"5,250,888","5,329,737","-15,301"
1956,Mobb Deep,"5,248,092","5,261,424","-9,536"
1957,Yasser Desai,"5,247,211","8,738,809",505
1958,The Calling,"5,244,167","5,297,911","-9,549"
1959,Megadeth,"5,243,596","5,357,683",-576
1960,Budi Doremi,"5,243,551","6,032,948","-2,578"
1961,"HÃ©ctor ""El Father""","5,236,407","5,456,651","-2,067"
1962,Paloma Mami,"5,235,080","9,021,292","-11,405"
1963,Hollow Coves,"5,230,817","5,428,035","3,662"
1964,Lola Amour,"5,224,235","5,319,145","-2,043"
1965,Lifehouse,"5,224,090","5,328,538","-6,433"
1966,Mohammed Rafi,"5,223,361","5,492,066","14,898"
1967,Declan McKenna,"5,223,215","5,766,144","-23,240"
1968,Dadju,"5,222,196","5,364,487","1,745"
1969,AnnenMayKantereit,"5,221,614","6,211,064","-8,616"
1970,The Score,"5,221,178","5,570,597","4,207"
1971,Damso,"5,220,016","6,049,902","-4,803"
1972,Travie McCoy,"5,219,000","5,961,970","13,835"
1973,Slayer,"5,216,826","6,092,992","8,794"
1974,DannyLux,"5,211,483","5,211,483","73,419"
1975,Yohani,"5,208,463","7,904,494","-1,005"
1976,JÃ³sean Log,"5,206,024","5,206,597",-573
1977,Lourena,"5,203,305","5,695,060","-46,259"
1978,Chord Overstreet,"5,202,733","5,602,600","-18,736"
1979,347aidan,"5,202,019","8,259,475","33,295"
1980,Natalie Cole,"5,200,736","5,313,346","6,963"
1981,AJ Tracey,"5,200,593","5,548,261","147,988"
1982,Miksu / Macloud,"5,197,746","5,961,631","15,942"
1983,Jakes Bejoy,"5,195,616","5,195,616","33,371"
1984,Safri Duo,"5,192,641","5,192,641","34,237"
1985,Punctual,"5,190,803","5,190,803","6,757"
1986,Auli'i Cravalho,"5,190,662","5,190,662","37,857"
1987,Love Funk,"5,189,815","5,189,815","6,190"
1988,OFFICIAL HIGE DANDISM,"5,189,533","5,730,064","-13,343"
1989,Parker McCollum,"5,187,842","5,503,289","13,711"
1990,Los 2 de la S,"5,187,279","5,376,903","-6,211"
1991,Vengaboys,"5,184,467","5,399,892","-4,502"
1992,Bausa,"5,178,867","5,178,867","37,845"
1993,Yuri Redicopa,"5,177,751","7,223,674","-15,739"
1994,Seal,"5,174,965","5,500,825","59,486"
1995,KYLE,"5,171,771","5,570,937","12,134"
1996,Axwell,"5,169,001","5,263,010","11,418"
1997,Sido,"5,167,480","6,066,332","-8,738"
1998,reidenshi,"5,164,722","5,569,657","4,811"
1999,George Benson,"5,160,734","5,337,767","14,311"
2000,AngÃ¨le,"5,160,323","6,042,394","-14,086"
2001,Tayc,"5,158,404","6,136,150","-7,696"
2002,The Monkees,"5,154,577","6,152,680","-9,869"
2003,creamy,"5,151,580","7,626,751","-16,038"
2004,Walker Hayes,"5,145,882","6,069,648","-23,949"
2005,Ami Mishra,"5,145,747","5,198,742","-10,605"
2006,Aditya Rikhari,"5,142,370","5,273,515","-2,025"
2007,Avvy Sra,"5,142,370","5,142,370","11,000"
2008,Sadie Jean,"5,139,811","5,139,811","11,904"
2009,Chris MC,"5,137,527","5,140,484","10,684"
2010,Yoko Gold,"5,136,051","5,136,051","16,094"
2011,Takagi & Ketra,"5,136,051","5,261,651","-13,490"
2012,Jamiroquai,"5,133,107","5,332,057","-8,993"
2013,Ruel,"5,132,839","7,721,711","-10,071"
2014,Delacruz,"5,128,705","5,128,705","16,114"
2015,NDX A.K.A.,"5,127,508","5,127,508","58,560"
2016,A Day To Remember,"5,124,985","5,251,262","22,568"
2017,lucidbeatz,"5,124,322","5,484,059","-28,347"
2018,Elvis Crespo,"5,124,057","5,270,376","-28,067"
2019,Jerry Rivera,"5,123,659","5,215,668","-11,454"
2020,Eliza Rose,"5,122,997","7,458,821","-16,545"
2021,Edwin Luna y La Trakalosa de Monterrey,"5,119,561","5,119,561","28,248"
2022,Surf Mesa,"5,115,479","5,699,227","-23,256"
2023,Polo Gonzalez,"5,112,984","5,597,770","9,528"
2024,Nicky Romero,"5,109,581","6,125,301","-9,584"
2025,LUCKI,"5,107,622","5,395,995","17,593"
2026,Jay Rock,"5,106,970","5,420,413","5,980"
2027,Ezhel,"5,106,840","5,323,582","-33,913"
2028,ANAVITÃRIA,"5,098,401","5,098,401","10,166"
2029,Twisted Sister,"5,098,013","5,412,007","-35,762"
2030,JosÃ© GonzÃ¡lez,"5,096,721","5,096,721","8,871"
2031,John Williams,"5,092,726","5,491,437","14,940"
2032,Ziva Magnolya,"5,089,644","6,381,695","-2,825"
2033,Walk off the Earth,"5,081,215","6,229,255","-16,023"
2034,Dimitri Vegas,"5,079,816","6,178,078","-7,011"
2035,Pras,"5,079,689","5,079,689","8,350"
2036,Marina Sena,"5,073,736","5,073,736","76,110"
2037,Vince Staples,"5,072,348","7,106,334","-7,468"
2038,Jere Klein,"5,065,934","5,065,934","15,060"
2039,Jasmine Sandlas,"5,065,433","5,346,627","-3,389"
2040,Juhn,"5,062,680","5,346,206","-2,878"
2041,Tempoe,"5,060,183","5,673,324","-15,070"
2042,Neto PeÃ±a,"5,058,813","5,196,467","21,202"
2043,Marracash,"5,058,066","5,156,626","1,244"
2044,Kelis,"5,056,077","5,142,100","-9,481"
2045,Nathan Evans,"5,055,084","5,678,656","6,432"
2046,Gurlez Akhtar,"5,055,084","6,138,173","-27,276"
2047,Billy Ocean,"5,054,340","5,065,809","8,890"
2048,Sharn,"5,046,311","5,046,311","5,155"
2049,Little Big Town,"5,044,467","5,563,087","-11,486"
2050,NATHY PELUSO,"5,043,853","6,680,438","-54,548"
2051,Mike BahÃ­a,"5,043,730","6,457,022","19,577"
2052,DJ LUCAS DE PAULA,"5,042,136","5,042,136","3,670"
2053,Naza,"5,041,278","5,336,814","-12,938"
2054,Mareux,"5,040,544","5,792,068","8,652"
2055,zzoilo,"5,039,199","5,841,395","-9,699"
2056,Antonio Vivaldi,"5,036,514","5,036,514","13,565"
2057,Yung Bleu,"5,036,026","6,498,839","-9,547"
2058,JÃ£o,"5,035,661","5,854,762","38,387"
2059,Yuri,"5,031,164","5,547,541","8,937"
2060,EST Gee,"5,030,073","6,176,130","-9,004"
2061,40k,"5,028,741","5,028,741","6,634"
2062,Brad Paisley,"5,027,048","5,643,084","-4,116"
2063,Ivy Queen,"5,019,585","5,800,824","-8,793"
2064,DJ BOY,"5,014,559","5,014,559","31,861"
2065,Young Dolph,"5,014,082","5,582,984","8,556"
2066,NOTD,"5,013,843","6,363,600","-24,379"
2067,BLANCO,"5,013,009","5,183,345","2,738"
2068,Murda,"5,012,055","5,014,918","-2,863"
2069,Rachel Platten,"5,008,726","5,033,957","-17,477"
2070,Lil' Kim,"5,008,014","5,661,568","-25,821"
2071,Aldo Trujillo,"5,004,461","5,665,196","31,789"
2072,Jass Manak,"5,004,461","5,004,461","25,462"
2073,Shenseea,"4,996,101","6,201,949","-68,956"
2074,Andy Rivera,"4,990,719","6,004,762","9,872"
2075,Warren G,"4,988,155","5,047,789","-1,981"
2076,Pradeep Kumar,"4,987,922","4,990,719","-2,680"
2077,Felipe AraÃºjo,"4,986,875","4,986,875","49,281"
2078,Cream,"4,985,829","5,056,574","-11,328"
2079,Amenazzy,"4,985,133","4,985,133","2,435"
2080,mxmtoon,"4,983,509","5,002,689","16,100"
2081,Lil Skies,"4,981,194","5,440,185","2,195"
2082,Desiigner,"4,977,846","5,773,731","-10,891"
2083,Andmesh,"4,975,313","5,593,048","1,149"
2084,Dr. Dog,"4,974,738","4,974,738","10,065"
2085,Marisela,"4,973,360","4,973,360","19,783"
2086,Alex Gaudino,"4,972,442","5,378,708","-18,627"
2087,Mau P,"4,971,869","5,108,666","-5,631"
2088,Judas Priest,"4,971,296","5,164,308","9,805"
2089,NEIKED,"4,970,151","6,838,785","-16,027"
2090,Ella Fitzgerald,"4,968,436","4,968,436","10,570"
2091,Dardan,"4,966,724","5,315,807","59,415"
2092,Josh Turner,"4,965,698","5,331,930","-2,510"
2093,Brendon Urie,"4,963,649","5,045,450","-33,038"
2094,K. J. Yesudas,"4,963,081","4,963,081","4,197"
2095,ANNA,"4,962,513","5,136,722","-2,160"
2096,Cutting Crew,"4,961,377","5,010,984","8,475"
2097,Blue Ãyster Cult,"4,961,151","5,166,928","3,285"
2098,Victony,"4,960,130","6,214,858","-7,507"
2099,Los Plebes del Rancho de Ariel Camacho,"4,959,337","5,449,582","14,508"
2100,Pancho Barraza,"4,957,300","4,958,658","1,806"
2101,Snoh Aalegra,"4,954,140","4,954,140","8,976"
2102,ChiChi Peralta,"4,951,889","5,067,817","-28,265"
2103,Nate Smith,"4,949,979","5,242,175","-36,664"
2104,Ariel Camacho y Los Plebes Del Rancho,"4,949,194","5,033,835","15,807"
2105,The Paul,"4,946,393","4,946,393","9,686"
2106,Lloyd,"4,941,595","4,942,932","-1,337"
2107,Godsmack,"4,941,595","5,192,075","2,447"
2108,Rocco Hunt,"4,937,261","5,263,418","-13,841"
2109,Michael Sembello,"4,929,637","5,397,049","-17,092"
2110,MC LCKaiique,"4,919,994","5,522,693","-62,357"
2111,BIBI,"4,919,122","5,959,770","34,203"
2112,Tori Kelly,"4,918,468","6,354,473","-12,932"
2113,Nothing But Thieves,"4,917,706","5,213,357","176,491"
2114,MC PR,"4,915,531","4,915,531","7,036"
2115,PLK,"4,910,763","5,181,664","-4,225"
2116,MC Marks,"4,909,466","4,909,466","32,325"
2117,Omar Courtz,"4,907,524","7,328,285","67,518"
2118,Simge,"4,906,555","5,336,887","-14,421"
2119,Third Eye Blind,"4,906,555","5,503,251","-12,022"
2120,Nanpa BÃ¡sico,"4,906,016","5,566,408","7,293"
2121,Arsy Widianto,"4,904,941","4,922,506","-6,579"
2122,K-391,"4,902,685","5,349,180",-107
2123,yuji,"4,901,934","5,901,117","-39,104"
2124,Andra & The Backbone,"4,900,006","4,900,006","26,941"
2125,Jay Trak,"4,895,628","4,895,628","67,281"
2126,Mohammed Irfan,"4,894,137","6,127,566","1,596"
2127,Belinda Carlisle,"4,893,392","4,967,637","-8,006"
2128,Tee Grizzley,"4,890,843","5,192,358","174,802"
2129,MotÃ¶rhead,"4,889,676","5,105,928","-2,653"
2130,Glee Cast,"4,888,511","5,111,805","-10,746"
2131,Vini Vici,"4,887,982","5,149,270","-12,131"
2132,Swarnalatha,"4,886,185","4,886,185","12,807"
2133,Cochise,"4,885,446","5,555,526","4,949"
2134,Armand Van Helden,"4,879,972","4,879,972","25,925"
2135,Alexandra Stan,"4,878,608","5,443,158","-1,154"
2136,LAGOS,"4,874,840","5,355,930","-13,248"
2137,Eric Carmen,"4,871,085","4,903,007","13,858"
2138,SIRA,"4,870,877","4,870,877","30,871"
2139,Russell Dickerson,"4,870,565","6,379,745","-15,515"
2140,Blueface,"4,870,045","5,142,370","90,519"
2141,Bella Poarch,"4,869,005","5,446,745","13,215"
2142,BUNT.,"4,867,240","5,604,619","43,580"
2143,Juicy Luicy,"4,866,929","5,595,944","5,172"
2144,Tom Morello,"4,866,515","5,916,840","14,004"
2145,Mandy Moore,"4,865,582","5,413,499","3,205"
2146,The Righteous Brothers,"4,864,340","4,970,151","8,140"
2147,Shiva,"4,863,306","5,291,932","-11,430"
2148,Clementine Douglas,"4,860,005","5,078,420","34,951"
2149,Michael Kiwanuka,"4,858,358","4,878,084","-2,883"
2150,Sam Tinnesz,"4,856,919","4,948,969","12,964"
2151,Mimi Webb,"4,852,921","8,814,474","-31,681"
2152,The Cinematic Orchestra,"4,845,681","5,048,035","1,523"
2153,Diego Torres,"4,842,536","4,842,536","19,871"
2154,Aruma,"4,837,482","5,369,473","-7,082"
2155,Conjunto Primavera,"4,837,281","6,716,361","16,404"
2156,Bonez MC,"4,836,877","5,487,431","6,729"
2157,La Santa Grifa,"4,834,060","4,834,060","14,075"
2158,The Supremes,"4,832,252","4,837,281","12,961"
2159,Isaiah Rashad,"4,831,651","4,847,003","5,700"
2160,Naiara Azevedo,"4,831,149","6,645,620","3,601"
2161,The Red Jumpsuit Apparatus,"4,827,148","5,027,048","1,197"
2162,Berlin,"4,826,450","5,103,716","28,056"
2163,Interplanetary Criminal,"4,824,456","7,488,841","-6,894"
2164,Kaifi Khalil,"4,823,063","8,200,279","-12,103"
2165,Lary Over,"4,822,864","4,822,864","1,887"
2166,Vaundy,"4,822,765","5,403,418","-11,697"
2167,grandson,"4,820,183","5,825,965","-6,167"
2168,Bo Burnham,"4,819,390","5,627,655","-4,867"
2169,High School Musical Cast,"4,816,816","5,091,827","1,876"
2170,Jordin Sparks,"4,816,125","5,268,538","-8,730"
2171,Bnxn,"4,815,532","4,884,497","4,139"
2172,Jon Bellion,"4,813,559","5,147,100","-8,709"
2173,Lil Tracy,"4,813,067","4,923,272","3,737"
2174,Pyotr Ilyich Tchaikovsky,"4,811,098","5,142,640","8,811"
2175,MC Kevinho,"4,810,116","5,146,965","-10,265"
2176,Village People,"4,809,330","5,102,547","-24,428"
2177,Alex Ubago,"4,808,251","5,157,720","-1,570"
2178,Allman Brothers Band,"4,804,239","5,149,134",-684
2179,Juicy J,"4,804,043","5,178,030","-6,171"
2180,Belo,"4,803,946","4,838,289","4,483"
2181,Alina Baraz,"4,802,092","5,438,452","-27,455"
2182,Bappi Lahiri,"4,799,463","4,804,141",972
2183,Uncle Kracker,"4,798,977","5,563,301","-10,157"
2184,BROCKHAMPTON,"4,796,550","5,517,549","-8,373"
2185,Craig David,"4,793,065","5,210,763","-4,164"
2186,WOS,"4,789,110","5,932,412","38,192"
2187,Los Cadetes De Linares,"4,786,802","5,029,952","-7,037"
2188,HRVY,"4,786,226","6,199,179","-20,555"
2189,Sonny Fodera,"4,785,746","4,785,746","34,643"
2190,CORBAL,"4,783,445","5,490,795",478
2191,Nic D,"4,782,775","5,331,810","-12,225"
2192,Diego Verdaguer,"4,779,431","4,784,691","15,623"
2193,T3R Elemento,"4,778,573","5,218,275","-3,724"
2194,Nitesh Ujoli,"4,776,763","4,776,763","2,186"
2195,Sunny Yaduvanshi,"4,774,197","4,774,197","2,465"
2196,cade clair,"4,773,628","4,773,628","17,685"
2197,Lou Bega,"4,772,301","5,040,177","-7,416"
2198,Sheila On 7,"4,768,706","4,768,706","16,674"
2199,Toledo,"4,766,349","4,885,657","-12,128"
2200,Sorriso Maroto,"4,765,783","4,780,576","10,306"
2201,Paolo Nutini,"4,765,689","5,335,879","-18,810"
2202,Hensonn,"4,764,278","5,821,605","-1,788"
2203,Lali,"4,763,808","4,763,808","96,371"
2204,Chaka Khan,"4,760,898","5,208,319","8,308"
2205,Grupo Los de la O,"4,759,681","6,073,733",842
2206,Os BarÃµes Da Pisadinha,"4,758,839","4,942,932","51,472"
2207,Sefo,"4,758,090","4,758,090","1,867"
2208,R.K.M & Ken-Y,"4,757,530","4,757,530","4,289"
2209,Priya Saraiya,"4,754,079","4,794,322","-20,118"
2210,MC Celo BK,"4,751,289","5,376,329","-61,876"
2211,Ãejo & Dalmata,"4,746,009","4,762,211","1,939"
2212,Corona,"4,742,504","4,875,885","-27,714"
2213,Poppy Baskcomb,"4,740,296","4,773,818","-33,522"
2214,Silambarasan TR,"4,739,561","5,167,480","5,496"
2215,Los Abuelos De La Nada,"4,739,010","4,739,010","13,679"
2216,Jaziel Avilez,"4,738,918","5,865,092","1,559"
2217,Dylan Matthew,"4,738,551","5,125,515","-1,377"
2218,$werve,"4,734,522","5,213,646","-8,719"
2219,Lucas Estrada,"4,732,878","5,157,720","-7,969"
2220,CÃ³digo FN,"4,731,146","4,731,146","104,238"
2221,Yo-Yo Ma,"4,728,871","5,111,674","18,740"
2222,Corey Kent,"4,728,144","4,802,482","-9,857"
2223,Keala Settle,"4,725,694","4,785,170","-3,268"
2224,Zak Abel,"4,724,878","5,252,459","-5,903"
2225,A-Trak,"4,724,697","4,825,552","9,554"
2226,Fabio Asher,"4,722,346","5,023,430","2,346"
2227,Sickick,"4,721,533","5,825,279","-7,065"
2228,Sanam,"4,720,811","6,025,452","23,548"
2229,Gustavo Cerati,"4,720,541","4,726,510","-5,969"
2230,Reynmen,"4,720,000","4,887,771","1,081"
2231,Ado,"4,713,261","4,765,030","12,464"
2232,Redbone,"4,712,187","6,134,164","-9,617"
2233,Gabriela Rocha,"4,712,187","4,742,504","-19,597"
2234,Royal Philharmonic Orchestra,"4,708,971","5,029,952","6,580"
2235,Amy Macdonald,"4,708,703","4,708,703","15,490"
2236,Tippu,"4,708,079","4,712,097","-4,018"
2237,Bullet For My Valentine,"4,707,545","4,879,133","-7,150"
2238,That Mexican OT,"4,706,743","4,706,743","34,150"
2239,Fernando & Sorocaba,"4,706,476","4,706,476","23,145"
2240,Kenny Beats,"4,704,609","4,860,726","14,817"
2241,Ken-Y,"4,701,771","5,308,388","-23,289"
2242,James TW,"4,701,062","5,724,452","-15,338"
2243,Chimbala,"4,700,266","5,181,944","-21,538"
2244,Richard Marx,"4,698,322","4,747,951","-11,541"
2245,Los Invasores De Nuevo LeÃ³n,"4,696,029","5,183,205","-1,410"
2246,Noah,"4,694,972","4,694,972","20,827"
2247,The Greatest Showman Ensemble,"4,694,532","4,749,155","-5,822"
2248,Roberta Flack,"4,693,477","4,843,245","25,526"
2249,Chris Janson,"4,692,335","5,143,719","-39,631"
2250,Pav Dharia,"4,691,457","5,195,758","10,300"
2251,The Backseat Lovers,"4,690,405","4,808,251","-3,951"
2252,putri dahlia,"4,688,654","5,903,604","-45,046"
2253,Stacey Ryan,"4,688,479","7,932,194","-29,180"
2254,MC Caverinha,"4,686,731","6,957,816","-50,995"
2255,Hugh Jackman,"4,686,557","4,976,809","7,222"
2256,Iggy Pop,"4,686,033","5,157,583","6,438"
2257,Caio Luccas,"4,684,289","4,741,031","-5,415"
2258,Janieck,"4,684,289","4,684,289","15,909"
2259,Grupo Mojado,"4,683,854","4,757,530","-24,314"
2260,Gigamesh,"4,683,505","4,685,073","-1,568"
2261,Mano,"4,681,071","4,681,071","6,581"
2262,Rupert Holmes,"4,680,810","5,024,394","-1,651"
2263,Manni Sandhu,"4,680,723","4,683,244","-2,521"
2264,Imran Khan,"4,678,295","5,189,110","4,581"
2265,Michel TelÃ³,"4,676,564","5,119,957","-10,953"
2266,Mijares,"4,675,872","4,779,908","-13,220"
2267,Lil Mabu,"4,675,181","8,404,295","-11,987"
